"0,""TERROR,AFRAID,SCARE,FRIGHT"""
"1,""BOYS,GUYS,JERK"""
"3728,""SURROUNDINGS,WOODS,FOREST"""
"3729,""YUCK,GARLIC,PARSLEY"""
"3730,""SPAWN,SALMON,TROUT"""
"3731,""DEATH,REGRET,DIE,SORROW,CRISIS,GRIEF,SYMPATHY,REMORSE,MISERY,TRAGEDY,CATASTROPHE"""
"3732,""GO,COME,STAY"""
"3733,""COLD,SHEET,BLANKET"""
"3734,""STIMULUS,REACTION,RESPONSE,RESPOND"""
"3735,""NAPKIN,MOUTH,WIPE"""
"3736,""DIRECTOR,LEADER,CONDUCTOR"""
"3737,""PATRIOTIC,FLAG,ALLEGIANCE"""
"3738,""CAPTURE,ESCAPE,CAPTIVE"""
"3739,""KILLER,PAIN,VICTIM,HURT"""
"3740,""FURY,HOSTILITY,HATE,CRUEL"""
"3741,""SEVERE,PUNISHMENT,HARSH"""
"3742,""NEW YORK,NORTH"""
"3743,""FOOD,EAT,PIZZA"""
"3744,""ACCOUNT,BALANCE,CHECKBOOK"""
"3745,""PREMISES,SCHOOL,GROUNDS"""
"3746,""GUYS,BOYS,GIRLS,HORMONES"""
"3747,""FAIL,TRIUMPH,OVERCOME,DEFEAT"""
"3748,""HALLWAY,ENTRANCE,PASSAGE,DOORWAY,EXIT,CORRIDOR,ENTER,HALL"""
"3749,""CREEK,STREAM,FISH,LAKE,POND,RIVER"""
"3750,""CAR,BUDGET,ECONOMY"""
"3751,""EXECUTIVE,OFFICE,CHAIRPERSON"""
"3752,""MANY,LOT,POPULATION"""
"3753,""SHAPE,WORKOUT,EXERCISE,FITNESS"""
"3754,""PROM,HIGH SCHOOL"""
"3755,""DRAW,DRAWING,GRAFT"""
"3756,""EVENING,DUSK,NOON,AFTERNOON,NIGHT,DAWN,TWILIGHT"""
"3757,""PROFESSOR,STAFF,TEACH,FACULTY"""
"3758,""END,GIVE UP"""
"3759,""EXAMINE,OBSERVE,WATCH,PREVIEW"""
"3760,""SCENERY,BEAUTIFUL,LANDSCAPE,PRETTY"""
"3761,""COOKIE,PEANUT BUTTER"""
"3762,""TEST,RESULT,FINAL"""
"3763,""NOISE,LOUD,RIOT"""
"3764,""SHOOT,GUN,HUNTING"""
"3765,""OLD,GRANDPARENTS,UNCLE,GRANDMA,GRANDPA,ANCESTOR"""
"3766,""JUICE,FRUIT,GRAPE,APPLE"""
"3767,""WOODS,TREE,FOREST"""
"3768,""REMIND,FORGET,RECALL,REMEMBER,MEMORY"""
"3769,""STYLE,FASHION,DRESS"""
"3770,""CARDS,POKER,FLUSH"""
"3771,""SIMPLE,COMPLEX,COMPLICATED,DIFFICULT,BASIC"""
"3772,""FLUFFY,KITTEN,CAT"""
"3773,""CONCRETE,PLASTER,CEMENT"""
"3774,""HAIR,TRIM,SHEARS,CLIPPERS"""
"3775,""PROPER,ATTIRE,FORMAL"""
"3776,""DUTY,CHORE,TASK"""
"3777,""ANGER,MAD,FIST"""
"3778,""WHISPER,SECRET,SECRETIVE"""
"3779,""TOILET,SHAMPOO,BATH,SPONGE,WASH,DISH,CLEANER,WASHCLOTH,SCRUB,DISHES,RESTROOM,SHOWER,TOWEL,RAG,BATHROOM,CLEAN,BLEACH,BATHTUB,RINSE,DISHWASHER,LAUNDRY,SOAK,DETERGENT,CLOROX,TUB,SOAP"""
"3780,""ABUNDANCE,LACK,SCARCITY"""
"3781,""CARAVAN,VAN,FAMILY"""
"3782,""SPHERE,GLOBE,BALL,CUBE"""
"3783,""GRILL,PATIO,BARBECUE"""
"3784,""AUTO,MOTOR,VEHICLE"""
"3785,""EUROPE,PARIS,LONDON"""
"3786,""TOPIC,SUBJECT,THEME,BOOK,TITLE"""
"3787,""DARK,WOODS,FOREST"""
"3788,""STYLE,FASHION,CLASS"""
"3789,""SISTER,BROTHER,RELATIVE,SIBLING,RELATION,KIN,COUSIN,FRIEND"""
"3790,""FAIL,DISAPPOINT,DISCOURAGE,FAILURE"""
"3791,""MOTION,WAVE,MOVEMENT"""
"3792,""LOVERS,LOVE,ROMANTIC,INTIMATE,COUPLE,HONEYMOON,ROMANCE"""
"3793,""MINERAL,CALCIUM,VITAMIN,COAL,IRON,ORE"""
"3794,""IDIOT,MORON,JERK"""
"3795,""RIDICULE,PUT DOWN,CONDEMN"""
"3796,""THAW,OVEN,TOASTER,APPLIANCE,MICROWAVE,CHEF,MIX,STEW,ROAST,BAKE,REFRIGERATOR,DEFROST,KETTLE,PAN,BROIL,SKILLET,QUIVER,GOURMET,RECIPE,BAKER,FREEZER,FREEZE,SHUTTER,COOK,FRY,FRIED,BAKED,MIXTURE,FROZEN,STOVE,MELT,SHIVER,COOKBOOK,BOIL,CHILL"""
"3797,""LOWER,REDUCE,DECREASE,SMALL,DIMINISH,SHRINK"""
"3798,""INFORM,NOTIFY,TELL"""
"3799,""FAITH,CONFIDENCE,BELIEVE"""
"3800,""DANCE,MOTION,MOVEMENT"""
"3801,""SMILE,HELLO,GREET"""
"3802,""BOYS,IMMATURE,GUYS"""
"3803,""PRINT,PRINTER,PRINTING,WORDS"""
"3804,""DORM,SUITE,APARTMENT"""
"3805,""SIDEWALK,PEOPLE,WALKWAY"""
"3806,""LAWN,GRASS,WEED"""
"3807,""ELECTRICIAN,TOOLS,CARPENTER"""
"3808,""SEASONING,TASTE,SPICE"""
"3809,""COURAGE,BRAVE,MAN"""
"3810,""PRODUCTION,THEATER,FILM"""
"3811,""FAITH,BELIEF,WORSHIP"""
"3812,""CLEAR,VANISH,FADE"""
"3813,""HEAD & SHOULDERS,NECK"""
"3814,""PROFESSIONAL,PROFESSION,SUCCESS"""
"3815,""WALRUS,OCEAN,SEA,NAVY,MARINES,MARINE,PORPOISE"""
"3816,""ASSIGNMENT,NOTES,PROJECT,BINDER,PAPER,NOTEBOOK,DESK,FOLDER,HOMEWORK"""
"3817,""MANUFACTURE,PRODUCE,PRODUCTION,FACTORY"""
"3818,""CAR,AIRPLANE,PLANE"""
"3819,""PREMISES,BOUNDARY,TERRITORY"""
"3820,""ORDER,WAITRESS,RESTAURANT"""
"3821,""FORK,HOE,UTENSIL,TOOL,PITCHFORK,SPATULA,SHOVEL,SPADE"""
"3822,""NEAR,DISTANT,RECENT"""
"3823,""FUNNY,HUMILIATE,EMBARRASS,LAUGH,JOKE"""
"3824,""HIGH,CLIMAX,PEAK,ZENITH"""
"3825,""ADJOURN,START,BEGIN,QUIT"""
"3826,""CRITICISM,CRUEL,RIDICULE,DEGRADE"""
"3827,""DISTANCE,LENGTH,HEIGHT,WIDTH,DEPTH,MEASURE"""
"3828,""FOREVER,FRIENDSHIP,LASTING"""
"3829,""ENEMY,PREY,PREDATOR"""
"3830,""NEED,DESIRE,WANT"""
"3831,""SIDING,SIDE,PANEL"""
"3832,""JAIL,STRIPES,PRISON"""
"3833,""BUFFALO,MOOSE,BULL,BISON,OX"""
"3834,""FAIL,FAILURE,LOSER"""
"3835,""FRAGILE,CAREFUL,DELICATE"""
"3836,""KIND,EVIL,NICE"""
"3837,""RICH,PROSPER,SUCCEED,WEALTH,SUCCESS"""
"3838,""SCHOOL,CLASS,FLUNK"""
"3839,""CHERRY,PLUM,PIT,PRUNE,PEACH"""
"3840,""BLANKET,SHEET,PILLOW,SHEETS"""
"3841,""PLANT,SHRUB,FUNGI,FUNGUS,MOSS,HEDGE,ALGAE"""
"3842,""FEEL,FELT,PAIN,HURT"""
"3843,""FOOD,EAT,PEANUT BUTTER"""
"3844,""ROW,CANOE,OAR,PADDLE,UPSTREAM"""
"3845,""TYPEWRITER,PAPER,TYPE,TYPIST,SECRETARY"""
"3846,""MILDEW,MOLD,BREAD"""
"3847,""PLEASANT,DELIGHT,GOOD,ENJOY,PLEASURE"""
"3848,""EMOTION,SYMPATHETIC,COMPASSION,EMOTIONAL,SENSITIVE"""
"3849,""SCAR,BRUISE,FIGHT"""
"3850,""HIGH,RISE,INFLATION,ASCEND,RAISE"""
"3851,""TOPIC,THEME,PAPER"""
"3852,""TRAILER,BOAT,HITCH"""
"3853,""ZENITH,APEX,TOP,SUMMIT,PEAK,CREST,CLIMAX,CRESCENT"""
"3854,""SWAN,GEESE,MONGOOSE,GOOSE,ANIMAL,DUCK,QUAIL"""
"3855,""WATER,SWAN,DUCKS"""
"3856,""BRAIN,MIND,MATTER"""
"3857,""SHADOW,TREE,SHADE"""
"3858,""SOUND,NOISE,BOMB,CANNON,EXPLODE,BANG,EXPLOSION,BOOM,DYNAMITE,BLAST,LOUD"""
"3859,""SING,SONG,HARP"""
"3860,""ENTRY,EXIT,ENTER"""
"3861,""EVEN,UNEVEN,UNEQUAL,EQUAL"""
"3862,""STUPID,DUMB,DELINQUENT"""
"3863,""DRACULA,BLACK,VAMPIRE"""
"3864,""FATHER,DAUGHTER,BROTHER,PARENT,MOTHER"""
"3865,""WORSE,TERRIBLE,BETTER,WORST,HORRIBLE,AWFUL,THAN"""
"3866,""NOISE,LOUD,CHAOS"""
"3867,""RESERVATION,AIRPLANE,AIRPORT"""
"3868,""FOLLOWER,LEADERSHIP,LEADER"""
"3869,""NEST,BLUEJAY,CARDINAL,ROBIN,SPARROW"""
"3870,""ALONE,INSECURE,LONELY"""
"3871,""PROTECT,PROTECTION,FORT"""
"3872,""BABY,BLOCKS,TOYS"""
"3873,""BOX,SUITCASE,PACK"""
"3874,""STAPLER,TOGETHER,ATTACH,LINK,CONNECT,FASTEN,STAPLE,PAPERCLIP"""
"3875,""DARK,ALONE,LONELY"""
"3876,""FURY,FUZZY,SOFT,FURRY"""
"3877,""HERB,CLOVE,PLANT"""
"3878,""CHANCE,HOPE,POSSIBILITY"""
"3879,""MANUFACTURE,BUILDER,BUILD,MANUFACTURER"""
"3880,""SINCERE,GOOD,GENUINE"""
"3881,""MISCHIEF,CHILDISH,PLAY DOUGH,FUN,YO-YO,PRANK"""
"3882,""ORGANIZE,LIST,AGENDA,SCHEDULE"""
"3883,""SLOGAN,CANDIDATE,CAMPAIGN"""
"3884,""SPREAD,PEANUT BUTTER"""
"3885,""BEGINNING,NEW YEAR"""
"3886,""FALSE,PHONY,FAKE"""
"3887,""PUSHY,RUDE,MEAN"""
"3888,""GRADE,SCHOOL,CLASS"""
"3889,""FARM,CHICKEN,BARN"""
"3890,""AMOUNT,UNEQUAL,EQUAL"""
"3891,""RIGHT,VEER,LEFT"""
"3892,""PLOT,CEMETERY,BURIAL"""
"3893,""DEPRESSED,BLUES,UNHAPPY"""
"3894,""SELL,BUY,BARGAIN,SALES,SALE,SALESMAN,MARKET"""
"3895,""MINER,DIGGER,MINE"""
"3896,""LESS,LEAST,FEW,MINIMUM,SMALL,SCARCE"""
"3897,""FOOL,MORON,FOOLISH,IDIOT"""
"3898,""WEIGHTS,FAT,EXERCISE,FITNESS"""
"3899,""FOOD,PREY,EAT,PREDATOR"""
"3900,""ESSAY,POEM,LITERATURE,OUTLINE,READ,OVERVIEW,REVIEW,POETRY,BRIEF,SYNOPSIS,PARAGRAPH,PREVIEW,PROSE,SUMMARY"""
"3901,""FEUD,DISAGREEMENT,ARGUMENT,CONFLICT,QUARREL"""
"3902,""LUNCH,BREAKFAST,MEAL,SUPPER"""
"3903,""THOUGHT,NOTION,IDEA"""
"3904,""PLANET,SHUTTLE,ASTRONAUT,ROCKET,MOON"""
"3905,""SMELL,PLAY DOUGH"""
"3906,""SCREWDRIVER,ORANGE JUICE"""
"3907,""MAKE,CRAFT,CREATE"""
"3908,""ZERO,HUNDRED,FIVE,NUMBER,TEN"""
"3909,""RESTAURANT,WAITER,SERVER,FOOD,EAT,WAITRESS"""
"3910,""SNOB,CONCEIT,OBNOXIOUS,ARROGANT,PEOPLE"""
"3911,""THICK,MOLASSES,SYRUP"""
"3912,""SKINNY,THIN,DIET"""
"3913,""TILE,SHINGLE,ROOF"""
"3914,""ELEGANT,FANCY,EXTRAVAGANT,PLUSH,RICH"""
"3915,""AWAKE,WAKE,MORNING"""
"3916,""BIKE,BICYCLE,CYCLE"""
"3917,""EYES,GLARE,GLANCE"""
"3918,""WEST,EAST,NORTH,SOUTH"""
"3919,""SIMPLE,HARD,COMPLEX,COMPLICATED,BASIC,DIFFICULT"""
"3920,""PRESENT,ATTEND,APPEAR"""
"3921,""WOMAN,LADY,MAN"""
"3922,""HUGE,MOOSE,BIG,LARGE,BISON,OX,BUFFALO"""
"3923,""SCISSORS,SHARP,SCALPEL"""
"3924,""FEW,COUPLE,SEVERAL"""
"3925,""HAUL,LIFT,TOW"""
"3926,""OLYMPICS,MEDAL,BRONZE"""
"3927,""PAINT,RED,PAINTER"""
"3928,""SCARF,HANDKERCHIEF,BANDANNA"""
"3929,""REFLECT,IMAGE,REFLECTION"""
"3930,""COLOR,PLAY DOUGH"""
"3931,""MICE,RAT,ANIMAL"""
"3932,""SITUATION,BAD,CIRCUMSTANCE"""
"3933,""DIE,DEATH,BLACK"""
"3934,""LOAD,UNLOAD,HULL,TOW,HAUL,CARRY"""
"3935,""SURROUNDING,OUTSIDE,INSIDE"""
"3936,""JOY,CELEBRATION,REJOICE,CELEBRATE,JOYOUS"""
"3937,""IGNORE,ATTENTION,NEGLECT"""
"3938,""JUDGE,CRITIC,CRITICIZE"""
"3939,""ALONE,LONELY,TOGETHER"""
"3940,""STAPLER,GUN,STAPLE"""
"3941,""STOPPER,DRAIN,SINK"""
"3942,""PEANUTS,CASHEW,SALT,PEANUT"""
"3943,""ENEMY,AGAINST,COMPETE,COMPETITION,ADVERSARY,OPPONENT"""
"3944,""MINER,DIG,DIGGER"""
"3945,""SCHOOL,JUNIOR,CLASS"""
"3946,""EXPLAIN,QUESTION,EXPLANATION"""
"3947,""ENGINE,MECHANIC,MOTOR,MECHANICAL"""
"3948,""AROUND,HERE,PRESENCE"""
"3949,""ORDERLY,HOSPITAL,NURSE,DOCTOR"""
"3950,""DORM,ROOMMATE,APARTMENT"""
"3951,""FLUFFY,CUDDLE,KITTEN,PUFF,PUPPY,ADORABLE"""
"3952,""SIT,LAP,SEAT"""
"3953,""JUSTICE,CRIMINAL,CRIME"""
"3954,""EDUCATE,EDUCATION,PROFESSOR,LEARNER,INSTRUCT,PUPIL,STUDENT,FACULTY,TEACH,INSTRUCTOR,TEACHER"""
"3955,""SUB,SALAD,SQUASH,CORNBEEF,TURNIP,BROCCOLI,COLESLAW,CAULIFLOWER,POTATOES,CARROTS,BACON,PARSLEY,LETTUCE,MACARONI,SUBWAY,BOLOGNA,CABBAGE,NOODLES,SPAGHETTI,EAT,SAUSAGE,HAM,SPINACH,FOOD,HERB,MEATBALLS,PEAS,BEAN,BEANS,VEGETABLE,FRIED,SAUCE,UNCOOKED,SEASONING,VEGETABLES,CELERY,COOKED,BEET,OREGANO,ESCARGOT,MAYONNAISE,SPICE,ZUCCHINI"""
"3956,""STREET,WAY,ROAD"""
"3957,""NAG,FUSS,DISAGREEMENT,ARGUMENT,SCREAM,YELL,COMPLAIN,QUARREL"""
"3958,""DOWNSTREAM,CANOE,FLOAT,PADDLE,OAR,UPSTREAM,RAFT,BOAT,ROW"""
"3959,""INTERIOR,INDOORS,ROOM"""
"3960,""YOGURT,CANDY,ICE CREAM,CHOCOLATE"""
"3961,""IMPORTANT,EXECUTIVE,CHAIRPERSON"""
"3962,""DILEMMA,CRISIS,CATASTROPHE,TRAGEDY"""
"3963,""BABY,NAIVE,VULNERABLE,CHILD"""
"3964,""REPRODUCE,KIDS,BREED,CHILDREN"""
"3965,""FELT,MATERIAL,FABRIC"""
"3966,""CLAIM,ATTORNEY,MONEY,SUE,LAWYER,CLAIMS,LAWSUIT"""
"3967,""BATHROOM,PUBLIC,RESTROOM"""
"3968,""CHEMICAL,CHEMISTRY,SUBSTANCE"""
"3969,""CHILDISH,IMMATURE,ADULT,MATURE,KID"""
"3970,""RECEIPT,CASH,CHANGE"""
"3971,""SALAD,SPINACH,VEGETABLES,PEAS,CELERY,LETTUCE,BEAN,GREEN,VEGETABLE,BEANS,CABBAGE,BROCCOLI,ZUCCHINI"""
"3972,""PAW,PUPPY,KITTEN"""
"3973,""OPERATION,SCISSORS,SURGEON,SURGERY,KNIFE,SCALPEL"""
"3974,""NOISE,LOUD,DRILL"""
"3975,""PREMISES,TERRITORY,PROPERTY,GROUNDS"""
"3976,""WASH,STARCH,BLEACH"""
"3977,""DANCE,PERFORM,STAGE,PERFORMANCE"""
"3978,""COP,POLICE,OFFICER,FRISK"""
"3979,""LATIN,FOREIGN,FRENCH,LANGUAGE,SPANISH"""
"3980,""STRESS,ANXIETY,NERVOUS,ANXIOUS,UNEASY,UPTIGHT,BUSY,FRANTIC,HECTIC,TENSE,PANIC,EXCITED,WORRY"""
"3981,""SPY,FBI,SNEAKY"""
"3982,""ME,CREATIVITY,CREATIVE"""
"3983,""GATE,LATCH,LOCK"""
"3984,""WEIGH,SCALE,WEIGHT,SCALES"""
"3985,""CHIP,CHIPS,CHOCOLATE"""
"3986,""GOOD,ORANGE JUICE"""
"3987,""INSECURE,SURE,UNSURE"""
"3988,""COUPLE,HONEYMOON,HAPPY,LOVERS"""
"3989,""SCALE,MUSIC,SCALES"""
"3990,""REWARD,RECOGNITION,AWARD"""
"3991,""FOGGY,CLEAR,CLOUDY"""
"3992,""HOT,SIP,THIRSTY"""
"3993,""MURDERER,MURDER,MAFIA,KILL"""
"3994,""RETAIN,REMEMBER,MEMORY"""
"3995,""UNIVERSITY,COLLEGE,CAMPUS"""
"3996,""GUILTY,GUILT,CONDEMN"""
"3997,""DUMB,STUPID,DENSE"""
"3998,""MOONLIGHT,SUN,SUNSHINE"""
"3999,""MILLION,NICKEL,TEN,DIME,CENTS,MONEY,DOLLARS,PENNY,DOLLAR,CENT,COIN,HUNDRED,QUARTER"""
"4000,""WORSE,VULGAR,DISGUSTING,FOUL,TERRIBLE,CRUDE,BAD,UNPLEASANT,WORST,DISGUST,HORRIBLE,AWFUL,REPULSIVE,NASTY"""
"4001,""DELIGHT,PLEASANT,PLEASURE,ENJOY,ECSTASY"""
"4002,""SING,SHOUT,SCREAM"""
"4003,""POTTERY,PLANT,VASE"""
"4004,""CRUSH,FLAT,MASH"""
"4005,""THAW,FROZEN,GLACIER,ARCTIC,FROST,SNOW,MELT,FREEZE,COOLER,FRIGID,ICEBERG,IGLOO,PENGUIN,FREEZER,DEFROST,ICE,CHILL"""
"4006,""METICULOUS,NEAT,SLOPPY"""
"4007,""WAGON,CARRIAGE,COACH,CART"""
"4008,""HUT,WIGWAM,TEPEE,TENT"""
"4009,""AWFUL,UNPLEASANT,FOUL"""
"4010,""MAJORITY,LOT,MANY"""
"4011,""TOMATO,SALAD,SPAGHETTI,MACARONI,PASTA,SAUCE"""
"4012,""TOPPING,CHERRY,VANILLA,CANDY,CHOCOLATE,STRAWBERRY,YOGURT,RASPBERRY,BLUEBERRY,ICE CREAM"""
"4013,""OVERWHELM,SURPRISE,AWE"""
"4014,""STAB,PAIN,HURT"""
"4015,""SPATULA,KITCHEN,UTENSIL"""
"4016,""INTELLIGENCE,SCHOOL,INTELLECT"""
"4017,""SUFFOCATE,KILL,CHOKE,SMOTHER"""
"4018,""SHAVE,FOAM,LATHER"""
"4019,""LABYRINTH,MAZE,PUZZLE"""
"4020,""HESITATE,PAUSE,THINK"""
"4021,""ASSUME,BELIEVE,PRESUME"""
"4022,""FROSTING,ICING,CHOCOLATE"""
"4023,""DISLIKE,DISPROVE,REJECT"""
"4024,""GIRL,WOMAN,LOVE"""
"4025,""LOWER,ERODE,PERISH,DECAY,DISINTEGRATE,REDUCE,SHRINK,DECREASE,DECOMPOSE,FADE,DIMINISH,VANISH,ROT,DISSOLVE,DISAPPEAR,DETERIORATE"""
"4026,""TABLE,DINER,BANQUET"""
"4027,""CAMPING,HIKING,POCKETBOOK,HIKE,BACKPACK,PURSE,WALLET,KNAPSACK,HANDBAG,BOOKBAG,CARRY,POUCH,TOTE"""
"4028,""WRONG,SURE,UNSURE"""
"4029,""MONTHLY,YEARLY,ANNUAL,WEEKLY"""
"4030,""LARGE,BIG,MAGNITUDE"""
"4031,""PEPPER,SEASONING,HERB,SAGE,PARSLEY,SAUCE,CLOVE,MEATBALLS,GARLIC,OREGANO,PASTA,MACARONI,NOODLES,SPAGHETTI,SPICE"""
"4032,""NEWSPAPER,GOSSIP,NEWS"""
"4033,""MANUFACTURE,CLOTHES,MANUFACTURER"""
"4034,""SEXY,HOT,ATTRACTIVE,HANDSOME"""
"4035,""FLYING,KITE,BIRD,SOAR"""
"4036,""CIRCLE,CLOCKWISE,ROUND"""
"4037,""SCOOP,SHOVEL,HOE,PICK"""
"4038,""WEIGH,WEIGHT,SIZE"""
"4039,""DIE,LIFE,DEATH,DEAD"""
"4040,""LUNCH,NOON,AFTERNOON,HOUR"""
"4041,""LEAVE,PACK,SUITCASE"""
"4042,""CAMPING,TRIP,HIKING"""
"4043,""EUROPE,FUN,PARIS"""
"4044,""MANAGEMENT,SUPERVISOR,MONARCHY,WORKER,BOSS,DIRECTOR,MANAGER,LEADERSHIP,DICTATOR,EMPLOYEE,MONARCH,EMPLOYER,EMPEROR,LEADER"""
"4045,""LOVE,MARRY,WEDDING,MARRIAGE,WED"""
"4046,""SMOKING,DISGUSTING,DISGUST,GROSS"""
"4047,""WATER,HEATER,RADIATOR"""
"4048,""SCALLOP,CLAM,SHELL,OYSTER,MUSSEL"""
"4049,""LENS,CAMERA,TELESCOPE"""
"4050,""DRUGS,NEW YORK"""
"4051,""MAMMAL,HUMAN,APE"""
"4052,""DRUGS,ILLEGAL,CRIME"""
"4053,""TURN,WRENCH,SCREWDRIVER,SCREW"""
"4054,""ME,BELONG,WITH"""
"4055,""HUGE,SEVEN,DWARF,BIG,DWARVES,ELF,GIANT,TINY,LARGE,MIDGET"""
"4056,""COP,SIREN,POLICE"""
"4057,""EXCLAMATION POINT,EXPLAIN"""
"4058,""DUNGEON,CELLAR,BASEMENT"""
"4059,""PARTY,GRADUATION,GRADUATE"""
"4060,""DIAGRAM,GRAPH,CHART"""
"4061,""INFERIOR,BELOW,BENEATH,LOWER"""
"4062,""WOOD,SPLINTER,SLIVER"""
"4063,""EXPLOSION,BOMB,WAR"""
"4064,""MIRAGE,ILLUSION,FAKE"""
"4065,""VACANCY,OCCUPIED,EMPTY"""
"4066,""CLIFF,PRECIPICE,STEEP,LEDGE,FALL"""
"4067,""FROWN,ANGRY,CRY,UPSET,SAD,MAD"""
"4068,""DETERGENT,DISHWASHER,DISHES"""
"4069,""GIRL,CUDDLE,SNUGGLE"""
"4070,""DENY,DISPROVE,ALLOW"""
"4071,""LATE,DUE,PAYMENT"""
"4072,""CUSTOMER,CLERK,WORKER"""
"4073,""TANGY,TASTE,SOUR,BITTER,TART"""
"4074,""SWEET,PICKLES,PICKLE"""
"4075,""BUTTER,PEANUT,ALMOND,PEANUTS"""
"4076,""ACHE,CRAMP,MUSCLE,ABDOMEN"""
"4077,""THUNDER,NOISE,LOUD"""
"4078,""MASTERY,PROFESSIONAL,GOOD,PROFESSION,EXPERT"""
"4079,""DAGGER,HATCHET,KILL,STAB,SWORD,AX,KNIFE"""
"4080,""MOTION,KINETIC,PHYSICS,INERTIA,MOVEMENT"""
"4081,""PEANUT,NUT,SHELL,WALNUT"""
"4082,""MOVIE,SEVEN,DWARVES"""
"4083,""PATRIOT,ARMY,GENERAL,SOLDIER,PATRIOTIC,MILITARY,SALUTE"""
"4084,""SURGERY,OPERATION,TRANSPLANT"""
"4085,""BILLBOARD,SLOGAN,ADVERTISEMENT,SIGN"""
"4086,""TRAVEL,TRIP,PASSAGE"""
"4087,""HIKER,HITCHHIKE,DANGER"""
"4088,""BULB,LAMP,ELECTRIC"""
"4089,""ME,TRUSTWORTHY,RELIABLE"""
"4090,""MISCHIEF,TRICK,DECEIVE,DECEIT,DECEPTION,PRANK"""
"4091,""READY,FINISH,DONE"""
"4092,""REPULSIVE,BLOOD,HORRIBLE"""
"4093,""TEA,COFFEE,LEMONADE,SUGAR"""
"4094,""SYMPATHETIC,SENSITIVE,COMPASSION,KINDNESS,SWEET"""
"4095,""HOME,REAL ESTATE"""
"4096,""NYLON,PANTYHOSE,STOCKING,NYLONS"""
"4097,""ENGAGEMENT,MARRIAGE,WEDDING"""
"4098,""TEACHER,PRINCIPLE,PRINCIPAL"""
"4099,""FINISH,LAST,FINAL,ENDING"""
"4100,""GROWN,MATURE,MAN"""
"4101,""WEAPON,DEFENSE,DEFEND"""
"4102,""GRANDPARENTS,GRANDPA,GRANDMA"""
"4103,""INTELLIGENT,SMART,PHILOSOPHER"""
"4104,""VAIN,PRETTY,VANITY"""
"4105,""BASKET,TRASH,GARBAGE"""
"4106,""VELVET,FABRIC,SATIN,SUEDE,SILK,SOFT,COTTON"""
"4107,""BOULDER,PEBBLE,ROCK"""
"4108,""WATER,POUR,SPILL"""
"4109,""TUNNEL,MOUNTAIN,CAVE,CAVERN"""
"4110,""CRITICISM,CRITICIZE,JUDGMENT"""
"4111,""BEAM,LASER,RAY"""
"4112,""ANXIOUS,EAGER,EXCITED"""
"4113,""DARK,HALLWAY,CORRIDOR"""
"4114,""VOYAGE,TRIP,TRAVEL,JOURNEY,ADVENTUROUS,QUEST,ADVENTURE,CONQUEST"""
"4115,""JUICE,DRINK,ORANGE JUICE"""
"4116,""ROSE,FLOWER,SMELL"""
"4117,""WARN,WARNING,TELL"""
"4118,""QUICK,FAST,THRIFT"""
"4119,""ITEM,BUY,SALE,PURCHASE"""
"4120,""SCISSORS,TWEEZERS,CLIPPERS"""
"4121,""KEEPER,PARENT,MOTHER"""
"4122,""CLAW,DOG,PAW"""
"4123,""RIVER,STREAM,COOL"""
"4124,""ENVIRONMENT,SURROUNDINGS,ATMOSPHERE"""
"4125,""GARLIC,ONION,SPICE"""
"4126,""MACHINE,TECHNOLOGY,ROBOT"""
"4127,""SNOW,ICE,MAN"""
"4128,""GRIEF,AGONY,MISERY"""
"4129,""INTERIOR,OUTSIDE,INDOORS,INSIDE"""
"4130,""SCHOOL,PHILOSOPHY,CLASS"""
"4131,""FOOD,GRAPE,EAT"""
"4132,""TIGER,LION,PREY,PREDATOR"""
"4133,""FAIRY,WITCH,WAND"""
"4134,""SHOOT,GUN,DEAD"""
"4135,""NEED,WANT,DEMAND"""
"4136,""BIG,CONTINENT,ASIA"""
"4137,""HOT,HEAT,PASS OUT"""
"4138,""BUGGY,CARRIAGE,COACH,CART"""
"4139,""LAND,CONTINENT,ASIA"""
"4140,""CORD,PHONE,TELEPHONE"""
"4141,""RAFT,FLOAT,POOL"""
"4142,""MILITARY,ARMY,SERGEANT,STRIPES"""
"4143,""FUNCTION,OPERATION,OPERATE"""
"4144,""HUNG,HANGER,HANG"""
"4145,""HOLIDAY,CHRISTMAS,CARD"""
"4146,""PUFF,FLUFFY,CLOUD"""
"4147,""RAW,STEAK,MEAT"""
"4148,""SUSPECT,MURDER,MURDERER,VICTIM,KILLER"""
"4149,""DIVISION,DIVIDE,HALF"""
"4150,""SKILLET,PAN,IRON"""
"4151,""NECKLACE,CHARM,BRACELET"""
"4152,""FAR,NEAR,DISTANT"""
"4153,""MYSTERY,MYTHOLOGY,MYTH,SUPERSTITION"""
"4154,""CHICKEN,COWARD,WIMP"""
"4155,""GANGSTER,MAFIA,GANG,MOB"""
"4156,""OWNER,PROPRIETOR,PROPERTY"""
"4157,""CROSSING,STREET,ROAD"""
"4158,""DOWN,CRITICIZE,DEGRADE"""
"4159,""DEVICE,ITEM,COMPONENT,THING"""
"4160,""ECONOMY,POLITICS,ECONOMIC,GOVERNMENT"""
"4161,""FOOD,EGGS,EGG,EAT"""
"4162,""HURT,PAIN,FEELINGS"""
"4163,""CAR,PICK UP"""
"4164,""SEARCH,WANDER,ROAM"""
"4165,""LAMB,SHEEP,WHITE,GOAT"""
"4166,""RIDE,BIKE,BICYCLE"""
